# Log T   Log Rho   Log P
 4.176091  +1.301030  +15.022923
 4.176091  +1.477121  +15.336211
 4.176091  +1.698970  +15.727018
 4.176091  +1.845098  +15.982457
 4.176091  +2.000000  +16.251497
 4.176091  +2.176091  +16.555980
 4.176091  +2.301030  +16.771092
 4.176091  +2.397940  +16.937478
 4.176091  +2.477121  +17.073147
 4.176091  +2.544068  +17.187671
 4.176091  +2.602060  +17.286751
 4.176091  +2.653213  +17.374051
 4.176091  +2.698970  +17.452074
 4.176091  +2.778151  +17.586940
 4.176091  +2.845098  +17.700826
 4.176091  +2.903090  +17.799381
 4.176091  +2.954243  +17.886241
 4.176091  +3.000000  +17.963885
 4.176091  +3.079181  +18.098130
 4.176091  +3.146128  +18.211523
 4.176091  +3.204120  +18.309673
 4.176091  +3.255273  +18.396152
 4.301030  -7.522879  +4.990488
 4.301030  -7.397940  +5.114543
 4.301030  -7.301030  +5.210646
 4.301030  -7.221849  +5.289071
 4.301030  -7.154902  +5.355300
 4.301030  -7.096910  +5.412605
 4.301030  -7.045757  +5.464694
 4.301030  -7.000000  +5.510043
 4.301030  -6.698970  +5.806869
 4.301030  -6.522879  +5.978740
 4.301030  -6.397940  +6.100023
 4.301030  -6.301030  +6.193301
 4.301030  -6.221849  +6.269061
 4.301030  -6.154902  +6.332798
 4.301030  -6.096910  +6.387766
 4.301030  -6.045757  +6.436060
 4.301030  -6.000000  +6.479110
 4.301030  -5.698970  +6.758901
 4.301030  -5.522879  +6.919946
 4.301030  -5.397940  +7.033236
 4.301030  -5.301030  +7.120631
 4.301030  -5.221849  +7.191821
 4.301030  -5.154902  +7.251860
 4.301030  -5.096910  +7.303790
 4.301030  -5.045757  +7.349580
 4.301030  -5.000000  +7.390534
 4.301030  -4.698970  +7.659902
 4.301030  -4.522879  +7.818425
 4.301030  -4.397940  +7.931936
 4.301030  -4.301030  +8.020327
 4.301030  -4.221849  +8.092579
 4.301030  -4.154902  +8.153714
 4.301030  -4.096910  +8.206755
 4.301030  -4.045757  +8.253669
 4.301030  -4.000000  +8.295818
 4.301030  -3.698970  +8.578616
 4.301030  -3.522879  +8.745496
 4.301030  -3.397940  +8.864839
 4.301030  -3.301030  +8.957988
 4.301030  -3.221849  +9.034287
 4.301030  -3.154902  +9.098781
 4.301030  -3.096910  +9.154621
 4.301030  -3.045757  +9.203883
 4.301030  -3.000000  +9.247965
 4.301030  -2.698970  +9.538750
 4.301030  -2.522879  +9.709113
 4.301030  -2.397940  +9.830124
 4.301030  -2.301030  +9.924056
 4.301030  -2.221849  +10.000790
 4.301030  -2.154902  +10.065625
 4.301030  -2.096910  +10.121746
 4.301030  -2.045757  +10.171215
 4.301030  -2.000000  +10.215443
 4.301030  -1.698970  +10.506542
 4.301030  -1.522879  +10.677573
 4.301030  -1.397940  +10.800000
 4.301030  -1.301030  +10.896183
 4.301030  -1.221849  +10.976235
 4.301030  -1.154902  +11.045175
 4.301030  -1.096910  +11.105497
 4.301030  -1.045757  +11.158763
 4.301030  -1.000000  +11.206220
 4.301030  -0.698970  +11.552373
 4.301030  -0.522879  +11.793709
 4.301030  -0.397940  +11.980759
 4.301030  -0.301030  +12.133376
 4.301030  -0.221849  +12.265842
 4.301030  -0.154902  +12.380629
 4.301030  -0.096910  +12.481253
 4.301030  -0.045757  +12.571298
 4.301030  +0.000000  +12.653702
 4.301030  +0.079181  +12.797659
 4.301030  +0.146128  +12.920097
 4.301030  +0.204120  +13.026617
 4.301030  +0.255273  +13.120862
 4.301030  +0.301030  +13.205340
 4.301030  +0.342423  +13.281862
 4.301030  +0.477121  +13.531287
 4.301030  +0.602060  +13.762961
 4.301030  +0.698970  +13.942502
 4.301030  +0.954243  +14.405379
 4.301030  +1.079181  +14.630944
 4.301030  +1.176091  +14.805049
 4.301030  +1.301030  +15.027794
 4.301030  +1.477121  +15.339789
 4.301030  +1.698970  +15.729526
 4.301030  +1.845098  +15.984411
 4.301030  +2.000000  +16.253014
 4.301030  +2.176091  +16.557120
 4.301030  +2.301030  +16.772025
 4.301030  +2.397940  +16.938277
 4.301030  +2.477121  +17.073852
 4.301030  +2.544068  +17.188306
 4.301030  +2.602060  +17.287330
 4.301030  +2.653213  +17.374586
 4.301030  +2.698970  +17.452572
 4.301030  +2.778151  +17.587379
 4.301030  +2.845098  +17.701222
 4.301030  +2.903090  +17.799743
 4.301030  +2.954243  +17.886575
 4.301030  +3.000000  +17.964196
 4.301030  +3.079181  +18.098404
 4.301030  +3.146128  +18.211769
 4.301030  +3.204120  +18.309898
 4.301030  +3.255273  +18.396359
 4.477121  -7.522879  +5.169185
 4.477121  -7.397940  +5.293807
 4.477121  -7.301030  +5.390454
 4.477121  -7.221849  +5.469402
 4.477121  -7.154902  +5.536133
 4.477121  -7.096910  +5.593925
 4.477121  -7.045757  +5.644892
 4.477121  -7.000000  +5.690477
 4.477121  -6.698970  +5.990218
 4.477121  -6.522879  +6.165332
 4.477121  -6.397940  +6.289460
 4.477121  -6.301030  +6.385690
 4.477121  -6.221849  +6.464279
 4.477121  -6.154902  +6.530687
 4.477121  -6.096910  +6.588173
 4.477121  -6.045757  +6.638842
 4.477121  -6.000000  +6.684135
 4.477121  -5.698970  +6.981754
 4.477121  -5.522879  +7.155235
 4.477121  -5.397940  +7.277984
 4.477121  -5.301030  +7.372897
 4.477121  -5.221849  +7.450147
 4.477121  -5.154902  +7.515293
 4.477121  -5.096910  +7.571673
 4.477121  -5.045757  +7.621415
 4.477121  -5.000000  +7.665885
 4.477121  -4.698970  +7.954174
 4.477121  -4.522879  +8.118108
 4.477121  -4.397940  +8.233626
 4.477121  -4.301030  +8.323977
 4.477121  -4.221849  +8.397878
 4.477121  -4.154902  +8.460095
 4.477121  -4.096910  +8.513833
 4.477121  -4.045757  +8.561163
 4.477121  -4.000000  +8.603473
 4.477121  -3.698970  +8.879585
 4.477121  -3.522879  +9.039530
 4.477121  -3.397940  +9.153408
 4.477121  -3.301030  +9.241848
 4.477121  -3.221849  +9.313951
 4.477121  -3.154902  +9.374692
 4.477121  -3.096910  +9.427090
 4.477121  -3.045757  +9.473116
 4.477121  -3.000000  +9.514131
 4.477121  -2.698970  +9.782904
 4.477121  -2.522879  +9.945923
 4.477121  -2.397940  +10.062870
 4.477121  -2.301030  +10.153995
 4.477121  -2.221849  +10.228527
 4.477121  -2.154902  +10.291524
 4.477121  -2.096910  +10.346062
 4.477121  -2.045757  +10.394144
 4.477121  -2.000000  +10.437146
 4.477121  -1.698970  +10.722304
 4.477121  -1.522879  +10.890412
 4.477121  -1.397940  +11.010734
 4.477121  -1.301030  +11.105503
 4.477121  -1.221849  +11.184720
 4.477121  -1.154902  +11.253596
 4.477121  -1.096910  +11.314762
 4.477121  -1.045757  +11.369854
 4.477121  -1.000000  +11.420028
 4.477121  -0.698970  +11.769669
 4.477121  -0.522879  +11.988310
 4.477121  -0.397940  +12.153259
 4.477121  -0.301030  +12.290357
 4.477121  -0.221849  +12.405886
 4.477121  -0.154902  +12.507710
 4.477121  -0.096910  +12.599201
 4.477121  -0.045757  +12.679723
 4.477121  +0.000000  +12.754493
 4.477121  +0.079181  +12.886437
 4.477121  +0.146128  +12.999484
 4.477121  +0.204120  +13.098455
 4.477121  +0.255273  +13.186495
 4.477121  +0.301030  +13.265781
 4.477121  +0.342423  +13.337895
 4.477121  +0.477121  +13.574904
 4.477121  +0.602060  +13.797330
 4.477121  +0.698970  +13.970542
 4.477121  +0.954243  +14.422936
 4.477121  +1.079181  +14.644877
 4.477121  +1.176091  +14.816641
 4.477121  +1.301030  +15.037060
 4.477121  +1.477121  +15.346654
 4.477121  +1.698970  +15.734213
 4.477121  +1.845098  +15.988118
 4.477121  +2.000000  +16.255910
 4.477121  +2.176091  +16.559295
 4.477121  +2.301030  +16.773805
 4.477121  +2.397940  +16.939803
 4.477121  +2.477121  +17.075198
 4.477121  +2.544068  +17.189517
 4.477121  +2.602060  +17.288435
 4.477121  +2.653213  +17.375607
 4.477121  +2.698970  +17.453522
 4.477121  +2.778151  +17.588219
 4.477121  +2.845098  +17.701979
 4.477121  +2.903090  +17.800434
 4.477121  +2.954243  +17.887213
 4.477121  +3.000000  +17.964790
 4.477121  +3.079181  +18.098929
 4.477121  +3.146128  +18.212243
 4.477121  +3.204120  +18.310330
 4.477121  +3.255273  +18.396759
 4.698970  -7.522879  +5.392051
 4.698970  -7.397940  +5.516806
 4.698970  -7.301030  +5.613576
 4.698970  -7.221849  +5.692632
 4.698970  -7.154902  +5.759456
 4.698970  -7.096910  +5.817323
 4.698970  -7.045757  +5.868354
 4.698970  -7.000000  +5.913996
 4.698970  -6.698970  +6.214228
 4.698970  -6.522879  +6.389820
 4.698970  -6.397940  +6.514283
 4.698970  -6.301030  +6.610819
 4.698970  -6.221849  +6.689734
 4.698970  -6.154902  +6.756470
 4.698970  -6.096910  +6.814273
 4.698970  -6.045757  +6.865246
 4.698970  -6.000000  +6.910826
 4.698970  -5.698970  +7.210225
 4.698970  -5.522879  +7.385146
 4.698970  -5.397940  +7.509150
 4.698970  -5.301030  +7.605248
 4.698970  -5.221849  +7.683703
 4.698970  -5.154902  +7.749992
 4.698970  -5.096910  +7.807415
 4.698970  -5.045757  +7.858133
 4.698970  -5.000000  +7.903469
 4.698970  -4.698970  +8.199969
 4.698970  -4.522879  +8.372181
 4.698970  -4.397940  +8.493828
 4.698970  -4.301030  +8.587915
 4.698970  -4.221849  +8.664706
 4.698970  -4.154902  +8.729686
 4.698970  -4.096910  +8.786056
 4.698970  -4.045757  +8.835697
 4.698970  -4.000000  +8.880066
 4.698970  -3.698970  +9.170885
 4.698970  -3.522879  +9.340011
 4.698970  -3.397940  +9.459218
 4.698970  -3.301030  +9.551024
 4.698970  -3.221849  +9.625527
 4.698970  -3.154902  +9.688141
 4.698970  -3.096910  +9.742107
 4.698970  -3.045757  +9.789524
 4.698970  -3.000000  +9.831827
 4.698970  -2.698970  +10.108571
 4.698970  -2.522879  +10.270688
 4.698970  -2.397940  +10.386263
 4.698970  -2.301030  +10.475970
 4.698970  -2.221849  +10.549146
 4.698970  -2.154902  +10.610868
 4.698970  -2.096910  +10.664205
 4.698970  -2.045757  +10.711155
 4.698970  -2.000000  +10.753095
 4.698970  -1.698970  +11.030273
 4.698970  -1.522879  +11.194979
 4.698970  -1.397940  +11.314043
 4.698970  -1.301030  +11.407912
 4.698970  -1.221849  +11.486011
 4.698970  -1.154902  +11.553100
 4.698970  -1.096910  +11.611992
 4.698970  -1.045757  +11.664541
 4.698970  -1.000000  +11.712030
 4.698970  -0.698970  +12.036584
 4.698970  -0.522879  +12.236589
 4.698970  -0.397940  +12.383849
 4.698970  -0.301030  +12.505474
 4.698970  -0.221849  +12.605986
 4.698970  -0.154902  +12.694312
 4.698970  -0.096910  +12.773337
 4.698970  -0.045757  +12.844520
 4.698970  +0.000000  +12.910046
 4.698970  +0.079181  +13.025391
 4.698970  +0.146128  +13.124749
 4.698970  +0.204120  +13.212486
 4.698970  +0.255273  +13.291343
 4.698970  +0.301030  +13.363165
 4.698970  +0.342423  +13.429211
 4.698970  +0.477121  +13.649238
 4.698970  +0.602060  +13.857357
 4.698970  +0.698970  +14.021240
 4.698970  +0.954243  +14.455322
 4.698970  +1.079181  +14.671030
 4.698970  +1.176091  +14.838205
 4.698970  +1.301030  +15.054422
 4.698970  +1.477121  +15.359344
 4.698970  +1.698970  +15.742823
 4.698970  +1.845098  +15.994917
 4.698970  +2.000000  +16.261380
 4.698970  +2.176091  +16.563405
 4.698970  +2.301030  +16.777168
 4.698970  +2.397940  +16.942685
 4.698970  +2.477121  +17.077740
 4.698970  +2.544068  +17.191805
 4.698970  +2.602060  +17.290524
 4.698970  +2.653213  +17.377534
 4.698970  +2.698970  +17.455316
 4.698970  +2.778151  +17.589805
 4.698970  +2.845098  +17.703408
 4.698970  +2.903090  +17.801740
 4.698970  +2.954243  +17.888420
 4.698970  +3.000000  +17.965915
 4.698970  +3.079181  +18.099924
 4.698970  +3.146128  +18.213140
 4.698970  +3.204120  +18.311151
 4.698970  +3.255273  +18.397517
 4.875061  -7.522879  +5.568727
 4.875061  -7.397940  +5.693540
 4.875061  -7.301030  +5.790331
 4.875061  -7.221849  +5.869396
 4.875061  -7.154902  +5.936239
 4.875061  -7.096910  +5.994141
 4.875061  -7.045757  +6.045214
 4.875061  -7.000000  +6.090901
 4.875061  -6.698970  +6.391416
 4.875061  -6.522879  +6.567131
 4.875061  -6.397940  +6.691704
 4.875061  -6.301030  +6.788329
 4.875061  -6.221849  +6.867349
 4.875061  -6.154902  +6.934208
 4.875061  -6.096910  +6.992129
 4.875061  -6.045757  +7.043204
 4.875061  -6.000000  +7.088870
 4.875061  -5.698970  +7.388866
 4.875061  -5.522879  +7.564201
 4.875061  -5.397940  +7.688515
 4.875061  -5.301030  +7.784899
 4.875061  -5.221849  +7.863624
 4.875061  -5.154902  +7.930165
 4.875061  -5.096910  +7.987808
 4.875061  -5.045757  +8.038663
 4.875061  -5.000000  +8.084165
 4.875061  -4.698970  +8.382395
 4.875061  -4.522879  +8.556032
 4.875061  -4.397940  +8.678930
 4.875061  -4.301030  +8.774170
 4.875061  -4.221849  +8.852040
 4.875061  -4.154902  +8.917956
 4.875061  -4.096910  +8.974965
 4.875061  -4.045757  +9.025204
 4.875061  -4.000000  +9.070116
 4.875061  -3.698970  +9.365083
 4.875061  -3.522879  +9.536940
 4.875061  -3.397940  +9.658485
 4.875061  -3.301030  +9.752546
 4.875061  -3.221849  +9.829262
 4.875061  -3.154902  +9.894039
 4.875061  -3.096910  +9.950091
 4.875061  -3.045757  +9.999490
 4.875061  -3.000000  +10.043645
 4.875061  -2.698970  +10.333193
 4.875061  -2.522879  +10.501455
 4.875061  -2.397940  +10.620119
 4.875061  -2.301030  +10.711826
 4.875061  -2.221849  +10.786671
 4.875061  -2.154902  +10.849942
 4.875061  -2.096910  +10.904667
 4.875061  -2.045757  +10.952801
 4.875061  -2.000000  +10.995690
 4.875061  -1.698970  +11.277605
 4.875061  -1.522879  +11.440481
 4.875061  -1.397940  +11.557184
 4.875061  -1.301030  +11.647678
 4.875061  -1.221849  +11.721497
 4.875061  -1.154902  +11.784088
 4.875061  -1.096910  +11.838716
 4.875061  -1.045757  +11.887504
 4.875061  -1.000000  +11.931867
 4.875061  -0.698970  +12.237143
 4.875061  -0.522879  +12.421847
 4.875061  -0.397940  +12.562530
 4.875061  -0.301030  +12.678572
 4.875061  -0.221849  +12.776610
 4.875061  -0.154902  +12.860602
 4.875061  -0.096910  +12.933260
 4.875061  -0.045757  +12.997159
 4.875061  +0.000000  +13.055718
 4.875061  +0.079181  +13.159577
 4.875061  +0.146128  +13.249705
 4.875061  +0.204120  +13.329583
 4.875061  +0.255273  +13.401477
 4.875061  +0.301030  +13.466952
 4.875061  +0.342423  +13.527135
 4.875061  +0.477121  +13.728948
 4.875061  +0.602060  +13.923550
 4.875061  +0.698970  +14.078348
 4.875061  +0.954243  +14.492122
 4.875061  +1.079181  +14.700417
 4.875061  +1.176091  +14.863677
 4.875061  +1.301030  +15.075153
 4.875061  +1.477121  +15.374648
 4.875061  +1.698970  +15.753267
 4.875061  +1.845098  +16.003060
 4.875061  +2.000000  +16.267875
 4.875061  +2.176091  +16.568289
 4.875061  +2.301030  +16.781165
 4.875061  +2.397940  +16.946110
 4.875061  +2.477121  +17.080761
 4.875061  +2.544068  +17.194523
 4.875061  +2.602060  +17.293005
 4.875061  +2.653213  +17.379824
 4.875061  +2.698970  +17.457448
 4.875061  +2.778151  +17.591689
 4.875061  +2.845098  +17.705106
 4.875061  +2.903090  +17.803293
 4.875061  +2.954243  +17.889854
 4.875061  +3.000000  +17.967251
 4.875061  +3.079181  +18.101107
 4.875061  +3.146128  +18.214207
 4.875061  +3.204120  +18.312127
 4.875061  +3.255273  +18.398419
 5.000000  -7.522879  +5.697881
 5.000000  -7.397940  +5.822803
 5.000000  -7.301030  +5.919699
 5.000000  -7.221849  +5.998868
 5.000000  -7.154902  +6.065803
 5.000000  -7.096910  +6.123783
 5.000000  -7.045757  +6.174925
 5.000000  -7.000000  +6.220673
 5.000000  -6.698970  +6.521625
 5.000000  -6.522879  +6.697656
 5.000000  -6.397940  +6.822544
 5.000000  -6.301030  +6.919409
 5.000000  -6.221849  +6.998550
 5.000000  -6.154902  +7.065460
 5.000000  -6.096910  +7.123417
 5.000000  -6.045757  +7.174537
 5.000000  -6.000000  +7.220264
 5.000000  -5.698970  +7.521048
 5.000000  -5.522879  +7.696951
 5.000000  -5.397940  +7.821732
 5.000000  -5.301030  +7.918503
 5.000000  -5.221849  +7.997559
 5.000000  -5.154902  +8.064391
 5.000000  -5.096910  +8.122276
 5.000000  -5.045757  +8.173328
 5.000000  -5.000000  +8.218991
 5.000000  -4.698970  +8.519350
 5.000000  -4.522879  +8.695015
 5.000000  -4.397940  +8.819591
 5.000000  -4.301030  +8.916164
 5.000000  -4.221849  +8.995023
 5.000000  -4.154902  +9.061655
 5.000000  -4.096910  +9.119339
 5.000000  -4.045757  +9.170187
 5.000000  -4.000000  +9.215645
 5.000000  -3.698970  +9.513856
 5.000000  -3.522879  +9.687339
 5.000000  -3.397940  +9.809843
 5.000000  -3.301030  +9.904488
 5.000000  -3.221849  +9.981573
 5.000000  -3.154902  +10.046594
 5.000000  -3.096910  +10.102833
 5.000000  -3.045757  +10.152407
 5.000000  -3.000000  +10.196761
 5.000000  -2.698970  +10.488786
 5.000000  -2.522879  +10.658406
 5.000000  -2.397940  +10.778542
 5.000000  -2.301030  +10.871384
 5.000000  -2.221849  +10.946849
 5.000000  -2.154902  +11.010333
 5.000000  -2.096910  +11.065104
 5.000000  -2.045757  +11.113269
 5.000000  -2.000000  +11.156271
 5.000000  -1.698970  +11.440025
 5.000000  -1.522879  +11.605618
 5.000000  -1.397940  +11.722407
 5.000000  -1.301030  +11.813065
 5.000000  -1.221849  +11.887380
 5.000000  -1.154902  +11.950355
 5.000000  -1.096910  +12.004993
 5.000000  -1.045757  +12.053255
 5.000000  -1.000000  +12.096494
 5.000000  -0.698970  +12.395562
 5.000000  -0.522879  +12.581654
 5.000000  -0.397940  +12.717487
 5.000000  -0.301030  +12.824556
 5.000000  -0.221849  +12.912697
 5.000000  -0.154902  +12.988578
 5.000000  -0.096910  +13.056256
 5.000000  -0.045757  +13.115560
 5.000000  +0.000000  +13.170200
 5.000000  +0.079181  +13.267153
 5.000000  +0.146128  +13.351144
 5.000000  +0.204120  +13.425524
 5.000000  +0.255273  +13.492464
 5.000000  +0.301030  +13.553456
 5.000000  +0.342423  +13.609574
 5.000000  +0.477121  +13.799025
 5.000000  +0.602060  +13.982774
 5.000000  +0.698970  +14.126151
 5.000000  +0.954243  +14.526514
 5.000000  +1.079181  +14.728924
 5.000000  +1.176091  +14.887734
 5.000000  +1.301030  +15.094876
 5.000000  +1.477121  +15.389338
 5.000000  +1.698970  +15.763284
 5.000000  +1.845098  +16.010906
 5.000000  +2.000000  +16.274135
 5.000000  +2.176091  +16.573000
 5.000000  +2.301030  +16.785022
 5.000000  +2.397940  +16.949416
 5.000000  +2.477121  +17.083678
 5.000000  +2.544068  +17.197148
 5.000000  +2.602060  +17.295401
 5.000000  +2.653213  +17.382035
 5.000000  +2.698970  +17.459507
 5.000000  +2.778151  +17.593508
 5.000000  +2.845098  +17.706745
 5.000000  +2.903090  +17.804791
 5.000000  +2.954243  +17.891238
 5.000000  +3.000000  +17.968540
 5.000000  +3.079181  +18.102248
 5.000000  +3.146128  +18.215236
 5.000000  +3.204120  +18.313068
 5.000000  +3.255273  +18.399289
 5.176091  -7.522879  +5.874020
 5.176091  -7.397940  +5.998950
 5.176091  -7.301030  +6.095852
 5.176091  -7.221849  +6.175026
 5.176091  -7.154902  +6.241966
 5.176091  -7.096910  +6.299952
 5.176091  -7.045757  +6.351099
 5.176091  -7.000000  +6.396851
 5.176091  -6.698970  +6.697838
 5.176091  -6.522879  +6.873897
 5.176091  -6.397940  +6.998808
 5.176091  -6.301030  +7.095693
 5.176091  -6.221849  +7.174853
 5.176091  -6.154902  +7.241779
 5.176091  -6.096910  +7.299752
 5.176091  -6.045757  +7.350887
 5.176091  -6.000000  +7.396628
 5.176091  -5.698970  +7.697523
 5.176091  -5.522879  +7.873511
 5.176091  -5.397940  +7.998363
 5.176091  -5.301030  +8.095196
 5.176091  -5.221849  +8.174308
 5.176091  -5.154902  +8.241192
 5.176091  -5.096910  +8.299125
 5.176091  -5.045757  +8.350222
 5.176091  -5.000000  +8.395928
 5.176091  -4.698970  +8.696614
 5.176091  -4.522879  +8.872498
 5.176091  -4.397940  +8.997264
 5.176091  -4.301030  +9.094015
 5.176091  -4.221849  +9.173045
 5.176091  -4.154902  +9.239845
 5.176091  -4.096910  +9.297692
 5.176091  -4.045757  +9.348703
 5.176091  -4.000000  +9.394319
 5.176091  -3.698970  +9.693939
 5.176091  -3.522879  +9.868727
 5.176091  -3.397940  +9.992420
 5.176091  -3.301030  +10.088131
 5.176091  -3.221849  +10.166159
 5.176091  -3.154902  +10.231995
 5.176091  -3.096910  +10.288920
 5.176091  -3.045757  +10.339049
 5.176091  -3.000000  +10.383825
 5.176091  -2.698970  +10.678987
 5.176091  -2.522879  +10.852229
 5.176091  -2.397940  +10.974685
 5.176091  -2.301030  +11.069313
 5.176091  -2.221849  +11.146385
 5.176091  -2.154902  +11.211367
 5.176091  -2.096910  +11.267517
 5.176091  -2.045757  +11.316940
 5.176091  -2.000000  +11.361074
 5.176091  -1.698970  +11.650405
 5.176091  -1.522879  +11.818884
 5.176091  -1.397940  +11.938094
 5.176091  -1.301030  +12.030547
 5.176091  -1.221849  +12.105906
 5.176091  -1.154902  +12.169519
 5.176091  -1.096910  +12.224669
 5.176091  -1.045757  +12.273477
 5.176091  -1.000000  +12.317393
 5.176091  -0.698970  +12.614181
 5.176091  -0.522879  +12.793070
 5.176091  -0.397940  +12.921519
 5.176091  -0.301030  +13.021396
 5.176091  -0.221849  +13.103892
 5.176091  -0.154902  +13.175228
 5.176091  -0.096910  +13.237319
 5.176091  -0.045757  +13.293398
 5.176091  +0.000000  +13.344396
 5.176091  +0.079181  +13.434123
 5.176091  +0.146128  +13.511488
 5.176091  +0.204120  +13.579656
 5.176091  +0.255273  +13.640688
 5.176091  +0.301030  +13.696005
 5.176091  +0.342423  +13.746658
 5.176091  +0.477121  +13.917449
 5.176091  +0.602060  +14.085287
 5.176091  +0.698970  +14.217202
 5.176091  +0.954243  +14.589970
 5.176091  +1.079181  +14.781589
 5.176091  +1.176091  +14.933027
 5.176091  +1.301030  +15.134008
 5.176091  +1.477121  +15.417316
 5.176091  +1.698970  +15.782892
 5.176091  +1.845098  +16.026161
 5.176091  +2.000000  +16.286192
 5.176091  +2.176091  +16.582093
 5.176091  +2.301030  +16.792473
 5.176091  +2.397940  +16.955805
 5.176091  +2.477121  +17.089315
 5.176091  +2.544068  +17.202220
 5.176091  +2.602060  +17.300032
 5.176091  +2.653213  +17.386309
 5.176091  +2.698970  +17.463485
 5.176091  +2.778151  +17.597024
 5.176091  +2.845098  +17.709913
 5.176091  +2.903090  +17.807686
 5.176091  +2.954243  +17.893913
 5.176091  +3.000000  +17.971032
 5.176091  +3.079181  +18.104453
 5.176091  +3.146128  +18.217226
 5.176091  +3.204120  +18.314888
 5.176091  +3.255273  +18.400972
 5.301030  -7.522879  +5.998978
 5.301030  -7.397940  +6.123912
 5.301030  -7.301030  +6.220816
 5.301030  -7.221849  +6.299993
 5.301030  -7.154902  +6.366936
 5.301030  -7.096910  +6.424924
 5.301030  -7.045757  +6.476073
 5.301030  -7.000000  +6.521827
 5.301030  -6.698970  +6.822829
 5.301030  -6.522879  +6.998898
 5.301030  -6.397940  +7.123819
 5.301030  -6.301030  +7.220713
 5.301030  -6.221849  +7.299880
 5.301030  -6.154902  +7.366814
 5.301030  -6.096910  +7.424793
 5.301030  -6.045757  +7.475934
 5.301030  -6.000000  +7.521681
 5.301030  -5.698970  +7.822623
 5.301030  -5.522879  +7.998647
 5.301030  -5.397940  +8.123529
 5.301030  -5.301030  +8.220389
 5.301030  -5.221849  +8.299525
 5.301030  -5.154902  +8.366431
 5.301030  -5.096910  +8.424384
 5.301030  -5.045757  +8.475500
 5.301030  -5.000000  +8.521224
 5.301030  -4.698970  +8.821979
 5.301030  -4.522879  +8.997860
 5.301030  -4.397940  +9.122623
 5.301030  -4.301030  +9.219378
 5.301030  -4.221849  +9.298419
 5.301030  -4.154902  +9.365237
 5.301030  -4.096910  +9.423110
 5.301030  -4.045757  +9.474151
 5.301030  -4.000000  +9.519802
 5.301030  -3.698970  +9.819985
 5.301030  -3.522879  +9.995431
 5.301030  -3.397940  +10.119831
 5.301030  -3.301030  +10.216268
 5.301030  -3.221849  +10.295025
 5.301030  -3.154902  +10.361582
 5.301030  -3.096910  +10.419214
 5.301030  -3.045757  +10.470030
 5.301030  -3.000000  +10.515470
 5.301030  -2.698970  +10.813978
 5.301030  -2.522879  +10.988184
 5.301030  -2.397940  +11.111567
 5.301030  -2.301030  +11.207129
 5.301030  -2.221849  +11.285111
 5.301030  -2.154902  +11.350971
 5.301030  -2.096910  +11.407965
 5.301030  -2.045757  +11.458191
 5.301030  -2.000000  +11.503082
 5.301030  -1.698970  +11.797463
 5.301030  -1.522879  +11.968845
 5.301030  -1.397940  +12.090063
 5.301030  -1.301030  +12.183877
 5.301030  -1.221849  +12.260403
 5.301030  -1.154902  +12.325025
 5.301030  -1.096910  +12.380951
 5.301030  -1.045757  +12.430248
 5.301030  -1.000000  +12.474321
 5.301030  -0.698970  +12.764020
 5.301030  -0.522879  +12.933656
 5.301030  -0.397940  +13.054562
 5.301030  -0.301030  +13.149188
 5.301030  -0.221849  +13.227514
 5.301030  -0.154902  +13.294778
 5.301030  -0.096910  +13.354037
 5.301030  -0.045757  +13.407192
 5.301030  +0.000000  +13.455519
 5.301030  +0.079181  +13.541005
 5.301030  +0.146128  +13.615170
 5.301030  +0.204120  +13.680810
 5.301030  +0.255273  +13.739760
 5.301030  +0.301030  +13.793310
 5.301030  +0.342423  +13.842405
 5.301030  +0.477121  +14.006470
 5.301030  +0.602060  +14.164836
 5.301030  +0.698970  +14.292113
 5.301030  +0.954243  +14.645998
 5.301030  +1.079181  +14.828883
 5.301030  +1.176091  +14.974593
 5.301030  +1.301030  +15.166707
 5.301030  +1.477121  +15.444215
 5.301030  +1.698970  +15.802249
 5.301030  +1.845098  +16.041738
 5.301030  +2.000000  +16.297822
 5.301030  +2.176091  +16.590885
 5.301030  +2.301030  +16.799686
 5.301030  +2.397940  +16.961994
 5.301030  +2.477121  +17.094777
 5.301030  +2.544068  +17.207137
 5.301030  +2.602060  +17.304521
 5.301030  +2.653213  +17.390453
 5.301030  +2.698970  +17.467343
 5.301030  +2.778151  +17.600433
 5.301030  +2.845098  +17.712985
 5.301030  +2.903090  +17.810493
 5.301030  +2.954243  +17.896506
 5.301030  +3.000000  +17.973449
 5.301030  +3.079181  +18.106592
 5.301030  +3.146128  +18.219154
 5.301030  +3.204120  +18.316652
 5.301030  +3.255273  +18.402603
 5.397940  -7.522879  +6.095899
 5.397940  -7.397940  +6.220834
 5.397940  -7.301030  +6.317740
 5.397940  -7.221849  +6.396918
 5.397940  -7.154902  +6.463862
 5.397940  -7.096910  +6.521851
 5.397940  -7.045757  +6.573001
 5.397940  -7.000000  +6.618756
 5.397940  -6.698970  +6.919766
 5.397940  -6.522879  +7.095842
 5.397940  -6.397940  +7.220767
 5.397940  -6.301030  +7.317666
 5.397940  -6.221849  +7.396837
 5.397940  -6.154902  +7.463774
 5.397940  -6.096910  +7.521757
 5.397940  -6.045757  +7.572902
 5.397940  -6.000000  +7.618652
 5.397940  -5.698970  +7.919618
 5.397940  -5.522879  +8.095661
